ianohara,all,2
ianohara,think,1
ianohara,forget,1
ianohara,just,7
ianohara,less,2
ianohara,increasingly,1
ianohara,gods,1
ianohara,toward,1
ianohara,presented,1
ianohara,blarg,1
ianohara,course,1
ianohara,twag,1
ianohara,through,1
ianohara,using,2
ianohara,go,2
ianohara,hell,2
ianohara,bizzaro,2
ianohara,hate,1
ianohara,its,2
ianohara,bunch,1
ianohara,aint,1
ianohara,swag,1
ianohara,now,1
ianohara,thinking,1
ianohara,energies,1
ianohara,interesting,2
ianohara,howdy,1
ianohara,had,1
ianohara,actually,1
ianohara,better,1
ianohara,to,9
ianohara,only,1
ianohara,going,2
ianohara,whole,1
ianohara,pretty,1
ianohara,sholud,1
ianohara,penn,3
ianohara,might,2
ianohara,do,6
ianohara,them,1
ianohara,good,1
ianohara,sense,1
ianohara,worse,1
ianohara,yep,1
ianohara,get,4
ianohara,beat,1
ianohara,frequencies,1
ianohara,when,1
ianohara,watch,1
ianohara,soon,1
ianohara,break,1
ianohara,game,1
ianohara,were,1
ianohara,therapy,1
ianohara,know,3
ianohara,mom,1
ianohara,werent,1
ianohara,not,4
ianohara,specific,2
ianohara,bit,1
ianohara,one,1
ianohara,bullshit,1
ianohara,cool,1
ianohara,knock,1
ianohara,like,1
ianohara,particle,1
ianohara,level,2
ianohara,did,1
ianohara,h,18
ianohara,intractible,1
ianohara,davinci,1
ianohara,with,4
ianohara,gun,1
ianohara,noice,2
ianohara,large,1
ianohara,this,3
ianohara,someone,1
ianohara,stuff,7
ianohara,night,1
ianohara,perfect,1
ianohara,nice,2
ianohara,where,2
ianohara,side,1
ianohara,trying,1
ianohara,mean,2
ianohara,insane,1
ianohara,harm,1
ianohara,because,3
ianohara,who,1
ianohara,classical,1
ianohara,people,2
ianohara,fucking,1
ianohara,house,2
ianohara,energy,2
ianohara,some,5
ianohara,back,4
ianohara,him,1
ianohara,up,2
ianohara,chronology,1
ianohara,computer,1
ianohara,video,2
ianohara,are,3
ianohara,escape,1
ianohara,theyre,1
ianohara,hole,1
ianohara,sounds,1
ianohara,out,1
ianohara,even,1
ianohara,living,1
ianohara,what,6
ianohara,accomplish,1
ianohara,interacting,1
ianohara,for,5
ianohara,uhoh,1
ianohara,pet,1
ianohara,writewc,1
ianohara,section,1
ianohara,please,1
ianohara,particles,1
ianohara,everything,1
ianohara,enough,1
ianohara,does,2
ianohara,sources,1
ianohara,internet,1
ianohara,taking,2
ianohara,new,2
ianohara,nope,1
ianohara,guns,1
ianohara,be,3
ianohara,we,4
ianohara,full,1
ianohara,wc,7
ianohara,physisists,1
ianohara,kool,3
ianohara,sortof,2
ianohara,burn,1
ianohara,physicist,1
ianohara,here,1
ianohara,hours,1
ianohara,suppository,1
ianohara,completely,1
ianohara,cylindrical,1
ianohara,success,1
ianohara,nuff,1
ianohara,dictated,1
ianohara,by,1
ianohara,problem,1
ianohara,helping,1
ianohara,about,4
ianohara,interaction,1
ianohara,would,1
ianohara,world,1
ianohara,getting,1
ianohara,dunno,1
ianohara,could,1
ianohara,parts,1
ianohara,times,1
ianohara,tumor,1
ianohara,etc,1
ianohara,heck,1
ianohara,theory,1
ianohara,makes,1
ianohara,or,4
ianohara,automatically,1
ianohara,thats,3
ianohara,searching,1
ianohara,beautiful,1
ianohara,there,3
ianohara,whats,3
ianohara,dont,5
ianohara,burning,1
ianohara,feel,1
ianohara,instruments,1
ianohara,into,1
ianohara,solve,1
ianohara,proton,4
ianohara,hey,1
ianohara,specifics,1
ianohara,right,3
ianohara,simplified,1
ianohara,least,1
ianohara,message,1
ianohara,suits,1
ianohara,your,1
ianohara,speak,1
ianohara,performing,1
ianohara,guess,7
ianohara,blagh,1
ianohara,from,1
ianohara,fair,1
ianohara,working,1
ianohara,scans,1
ianohara,sara,1
ianohara,dude,1
ianohara,anderson,1
ianohara,been,2
ianohara,start,1
ianohara,congradulations,1
ianohara,clinical,1
ianohara,call,1
ianohara,wheres,1
ianohara,lot,3
ianohara,lol,5
ianohara,type,1
ianohara,more,5
ianohara,flargin,1
ianohara,building,2
ianohara,head,1
ianohara,knows,1
ianohara,relaxing,1
ianohara,on,2
ianohara,something,1
ianohara,company,1
ianohara,exactly,1
ianohara,haha,7
ianohara,jeez,1
ianohara,but,5
ianohara,discover,1
ianohara,hmm,1
ianohara,ol,1
ianohara,specifically,1
ianohara,hur,1
ianohara,cases,1
ianohara,ha,3
ianohara,true,1
ianohara,than,2
ianohara,those,1
ianohara,applied,2
ianohara,md,1
ianohara,kind,1
ianohara,wise,1
ianohara,reason,1
ianohara,developing,1
ianohara,these,1
ianohara,dangerous,1
ianohara,oh,2
ianohara,protons,1
ianohara,cant,2
ianohara,theories,1
ianohara,work,7
ianohara,frequency,1
ianohara,can,3
ianohara,of,18
ianohara,dang,1
ianohara,im,1
ianohara,hacking,1
ianohara,elbot,1
ianohara,didnt,1
ianohara,ill,1
ianohara,engineers,1
ianohara,and,10
ianohara,crazy,4
ianohara,youre,2
ianohara,entail,1
ianohara,then,1
ianohara,youll,2
ianohara,ah,3
ianohara,is,8
ianohara,modern,1
ianohara,am,1
ianohara,it,14
ianohara,thing,2
ianohara,an,1
ianohara,as,1
ianohara,protective,1
ianohara,aaaand,1
ianohara,alright,5
ianohara,have,3
ianohara,in,7
ianohara,need,2
ianohara,my,3
ianohara,they,1
ianohara,if,3
ianohara,yeah,10
ianohara,again,1
ianohara,different,2
ianohara,end,2
ianohara,april,1
ianohara,things,1
ianohara,breaking,2
ianohara,radiation,3
ianohara,cross,1
ianohara,same,1
ianohara,lately,1
ianohara,machine,1
ianohara,read,1
ianohara,that,7
ianohara,other,1
ianohara,build,1
ianohara,which,1
ianohara,koolio,1
ianohara,instead,1
ianohara,you,15
ianohara,really,1
ianohara,higher,3
ianohara,week,1
ianohara,play,1
ianohara,sure,1
ianohara,howd,1
ianohara,though,1
ianohara,use,3
ianohara,techniques,1
ianohara,robots,5
ianohara,masks,1
ianohara,phd,1
ianohara,harmful,1
ianohara,applications,1
ianohara,wrong,1
ianohara,tripod,1
ianohara,such,1
ianohara,guys,1
ianohara,why,1
ianohara,single,1
ianohara,a,14
ianohara,hows,1
ianohara,off,2
ianohara,i,22
ianohara,light,1
ianohara,medical,1
ianohara,no,2
ianohara,well,1
ianohara,robot,1
ianohara,physics,6
ianohara,playing,1
ianohara,thought,1
ianohara,person,1
ianohara,definitely,2
ianohara,so,6
ianohara,clean,1
ianohara,axe,1
ianohara,blaaaaaaaargin,1
ianohara,failures,1
ianohara,the,16
ianohara,at,8
ianohara,hello,2
ianohara,jack,1
elBot,all,2
elBot,think,1
elBot,forget,1
elBot,just,7
elBot,less,2
elBot,increasingly,1
elBot,gods,1
elBot,toward,1
elBot,presented,1
elBot,blarg,1
elBot,course,1
elBot,twag,1
elBot,through,1
elBot,using,2
elBot,go,2
elBot,hell,2
elBot,bizzaro,2
elBot,hate,1
elBot,its,2
elBot,bunch,1
elBot,aint,1
elBot,swag,1
elBot,now,1
elBot,thinking,1
elBot,energies,1
elBot,interesting,2
elBot,howdy,1
elBot,had,1
elBot,actually,1
elBot,better,1
elBot,to,9
elBot,only,1
elBot,going,2
elBot,whole,1
elBot,pretty,1
elBot,sholud,1
elBot,penn,3
elBot,might,2
elBot,do,6
elBot,them,1
elBot,good,1
elBot,sense,1
elBot,worse,1
elBot,yep,1
elBot,get,4
elBot,beat,1
elBot,frequencies,1
elBot,when,1
elBot,watch,1
elBot,soon,1
elBot,break,1
elBot,hosier,1
elBot,game,1
elBot,were,1
elBot,therapy,1
elBot,know,3
elBot,mom,1
elBot,werent,1
elBot,not,4
elBot,specific,2
elBot,bit,1
elBot,one,1
elBot,bullshit,1
elBot,cool,1
elBot,knock,1
elBot,like,1
elBot,particle,1
elBot,level,2
elBot,did,1
elBot,h,18
elBot,intractible,1
elBot,davinci,1
elBot,with,4
elBot,gun,1
elBot,noice,2
elBot,large,1
elBot,this,3
elBot,someone,1
elBot,stuff,7
elBot,ya,1
elBot,night,1
elBot,perfect,1
elBot,nice,2
elBot,where,2
elBot,side,1
elBot,trying,1
elBot,mean,2
elBot,insane,1
elBot,harm,1
elBot,because,3
elBot,who,1
elBot,classical,1
elBot,people,2
elBot,fucking,1
elBot,house,2
elBot,energy,2
elBot,some,5
elBot,back,4
elBot,him,1
elBot,up,2
elBot,chronology,1
elBot,computer,1
elBot,video,2
elBot,are,3
elBot,escape,1
elBot,theyre,1
elBot,hole,1
elBot,sounds,1
elBot,out,1
elBot,even,1
elBot,living,1
elBot,what,6
elBot,accomplish,1
elBot,interacting,1
elBot,for,5
elBot,uhoh,1
elBot,pet,1
elBot,writewc,1
elBot,section,1
elBot,please,1
elBot,particles,1
elBot,everything,1
elBot,enough,1
elBot,does,2
elBot,sources,1
elBot,internet,1
elBot,taking,2
elBot,new,2
elBot,nope,1
elBot,guns,1
elBot,be,3
elBot,we,4
elBot,full,1
elBot,wc,7
elBot,physisists,1
elBot,kool,3
elBot,sortof,2
elBot,burn,1
elBot,physicist,1
elBot,here,1
elBot,hours,1
elBot,suppository,1
elBot,completely,1
elBot,cylindrical,1
elBot,success,1
elBot,nuff,1
elBot,dictated,1
elBot,by,1
elBot,problem,1
elBot,helping,1
elBot,about,4
elBot,interaction,1
elBot,would,1
elBot,world,1
elBot,getting,1
elBot,dunno,1
elBot,could,1
elBot,parts,1
elBot,times,1
elBot,tumor,1
elBot,etc,1
elBot,heck,1
elBot,theory,1
elBot,makes,1
elBot,or,4
elBot,automatically,1
elBot,thats,3
elBot,searching,1
elBot,beautiful,1
elBot,there,3
elBot,whats,1
elBot,dont,5
elBot,burning,1
elBot,feel,1
elBot,instruments,1
elBot,into,1
elBot,solve,1
elBot,proton,4
elBot,hey,1
elBot,specifics,1
elBot,right,3
elBot,simplified,1
elBot,least,1
elBot,message,1
elBot,suits,1
elBot,your,1
elBot,speak,1
elBot,performing,1
elBot,guess,7
elBot,blagh,1
elBot,from,1
elBot,fair,1
elBot,working,1
elBot,scans,1
elBot,sara,1
